CLOSED DATE,OPEID,SCHOOL NAME                                                        ,LOCATION                                                       ,ADDRESS                                                       ,CITY          ,STATE,ZIP CODE,COUNTRY (FOREIGN)                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
2/5/2016,3450300,MARINELLO SCHOOL OF BEAUTY,MARINELLO SCHOOL OF BEAUTY,109 SOUTHWEST 29TH STREET,TOPEKA,KS,66611-1101,
2/5/2016,3450301,MARINELLO SCHOOL OF BEAUTY,MARINELLO SCHOOL OF BEAUTY - WICHITA,1675 SOUTH ROCK ROAD,WICHITA,KS,67207-5148,
2/5/2016,3450302,MARINELLO SCHOOL OF BEAUTY,MARINELLO SCHOOL OF BEAUTY - OVERLAND PARK,10324 MASTIN,OVERLAND PARK,KS,66212-5451,
2/5/2016,3927300,MARINELLO SCHOOL OF BEAUTY,MARINELLO SCHOOL OF BEAUTY,63 PENNSYLVANIA AVENUE,NIANTIC,CT,06357-2447,
2/6/1991,813600,SOUTHWEST BEAUTY COLLEGE,SOUTHWEST BEAUTY COLLEGE,2814 MONTANA,EL PASO,TX,79903,
2/6/1992,449200,WATTERSON COLLEGE,WATTERSON COLLEGE,5400 VAN NUYS BOULEVARD,VAN NUYS,CA,91401,
2/6/1995,2256001,SAN JUAN CITY COLLEGE,BRANCH CAMPUS,CARR #14 ESQUINA CARR #149,JUANA DIAZ,PR,665,
2/6/1995,2256002,SAN JUAN CITY COLLEGE,BRANCH CAMPUS,CARR #2 (LA MILIT3507,HATILLO,PR,659,
2/6/1998,1281900,KRISSLER BUSINESS INSTITUTE,KRISSLER BUSINESS INSTITUTE,166 MANSION STREET,POUGHKEEPSIE,NY,12601-2521,
2/7/1990,2181400,MSTA BUSINESS COLLEGE (CLOSED),MSTA BUSINESS COLLEGE (CLOSED),1307 S WABASH AVE,CHICAGO,IL,60605,
2/7/1991,1089100,INTERSTATE TECHL INST,INTERSTATE TECHL INST,2402 MEDFORD ST,FT WAYNE,IN,46803,
2/7/1991,2546903,MTA SCHOOL RESIDENT SCHOOL,BRANCH CAMPUS,325 N TAYLOR RD,GARRETT,IN,46738,
2/7/1992,2180103,ROSS MEDICAL EDUCATION CENTER,ROSS MEDICAL EDUCATION CENTER - EXTENSION FACILITY,839 NORTHWEST 119TH STREET,NORTH MIAMI,FL,33168,
2/7/1992,2572304,CLARK COLLEGE,BRANCH CAMPUS,3505 FITH AVE,LAKE CHARLES,LA,70606,
2/7/1992,3014000,CAREER DEVELOPMENT INST,CAREER DEVELOPMENT INST,813 ACME PLZ STE 4,MERIDIAN,MS,39301,
2/7/1997,2507600,SAINT JOSEPH BEAUTY COLLEGE,ST JOSEPH BEAUTY COLLEGE,2214 SOUTH STATE STREET,ST JOSEPH,MI,49127,
2/7/2005,330933,PEIRCE COLLEGE,PEIRCE COLLEGE - VERIZON,100 EAST ARMAT STREET,PHILADELPHIA,PA,19144-2204,
2/7/2005,2300101,ALTIERUS CAREER COLLEGE,BRYMAN COLLEGE - FEDERAL WAY CAMPUS,31919 SIXTH AVENUE SOUTH,FEDERAL WAY,WA,98003-5210,
2/7/2006,176760,BENEDICTINE UNIVERSITY,BENEDICTINE UNIVERSITY -,FAMILY EDUCATION CENTER 1204 VAN BUREN,MAYWOOD,IL,60153-0000,
2/7/2010,905861,BETHEL UNIVERSITY,BETHEL UNIVERSITY - SITE 061,ANDERSON ENTREPRENEURIAL CENTER 616 ROOSEVELT ROAD SUITE 100,SAINT CLOUD,MN,56301-4809,
2/7/2013,859200,SUFFOLK PUBLIC SCHOOLS SENTARA OBICI HOSPITAL SCHOOL OF PRACTICAL NURS,SUFFOLK PUBLIC SCHOOLS SENTARA OBICI HOSPITAL SCHOOL OF PRACTICAL NURS,4169 PRUDEN BLVD,SUFFOLK,VA,23434-8038,
2/7/2014,3752402,SUM BIBLE COLLEGE & THEOLOGICAL SEMINARY,SCHOOL OF URBAN MISSIONS - NEW ORLEANS,511 WESTBANK EXPRESSWAY,GRETNA,LA,70053-3677,
2/7/2017,2559407,INTERCOAST COLLEGES,INTERCOAST COLLEGES - ROSEVILLE,1200 MELODY LANE SUITE 100,ROSEVILLE,CA,95678-5189,
2/7/2018,32098824,UNIVERSITY OF PHOENIX,UNIVERSITY OF PHOENIX - CYPRESS CREEK LEARNING CENTER (LC),550 W. CYPRESS CREEK ROAD,FT. LAUDERDALE,FL,33309-6104,
2/8/1988,940800,KATHARINE GIBBS SCHOOL,KATHARINE GIBBS SCHOOL,11300 ROCKVILE PARKWAY 1 CENTRAL PLACE,ROCKVILLE,MD,20852,
2/8/1989,1087702,AMERICAN BUSINESS INSTITUTE,BRANCH CAMPUS,1835 S LA CIENEGA BLVD,LOS ANGELES,CA,90035,
2/8/1990,2077900,FLORIDA COLLEGE OF CAREERS,FLORIDA COLLEGE OF CAREERS,1760 NORTH CONGRESS AVENUE,WEST PALM BEACH,FL,33409,
2/8/1991,2494000,LIGONS COSMETOLOGY COLLEGE,LIGONS COSMETOLOGY COLLEGE,514 SOUTH CASS STREET,CORINTH,MS,38834,
2/8/1992,952900,ELYRIA ACADEMY OF COSMETOLOGY,ELYRIA ACADEMY OF COSMETOLOGY,40 EAST AVENUE,ELYRIA,OH,44035,
2/8/1999,370223,AVERETT UNIVERSITY,AVERETT UNIVERSITY - THOMAS JEFFERSON MIDDLE SCHOOL & COMMUNITY CENTER,125 SOUTH OLD GLEBE ROAD,ARLINGTON,VA,22204-1795,
2/8/2000,2332841,CENTER FOR EMPLOYMENT TRAINING,CENTER FOR EMPLOYMENT TRAINING,301 SW 14TH AVENUE,DELRAY BEACH,FL,33444-1455,
2/8/2005,330942,PEIRCE COLLEGE,PEIRCE COLLEGE - COMCAST,4008 NORTH DUPONT HIGHWAY,NEW CASTLE,DE,19720-6314,
2/8/2007,192305,HUTCHINSON COMMUNITY COLLEGE,HUTCHINSON COMMUNITY COLLEGE - NEWTON,900 WEST 12TH,NEWTON,KS,67114-1499,
2/8/2010,307207,MALONE UNIVERSITY,MALONE UNIVERSITY - WEST HOLMES CAREER CENTER,1783 STATE ROUTE 60,ASHLAND,OH,44805-9287,
2/8/2014,1049052,REGENCY BEAUTY INSTITUTE,REGENCY BEAUTY INSTITUTE - WICHITA,8227 EAST KELLOGG DRIVE UNIT 8,WICHITA,KS,55428-1811,
2/8/2016,3112106,DEWEY UNIVERSITY,DEWEY UNIVERSITY-ARROYO,ROAD # 3 KM. 129.7 BARRIO PALMAS,ARROYO,PR,00714-0714,
2/9/1990,2301701,EMPIRE CAREER CENTER,EXTENSION FACILITY AT,84 CHIPPEWA STREET,BUFFALO,NY,14207,
2/9/1990,2353000,AMERICAN BUSINESS INSTITUTE (CLOSED),AMERICAN BUSINESS INSTITUTE (CLOSED),300 NORTH MICHIGAN AVENUE,CHICAGO,IL,60601,
2/9/1990,2353300,AMERICAN BUSINESS INSTITUTE,AMERICAN BUSINESS INSTITUTE,152 COURT STREET,BROOKLYN,NY,11201,
2/9/1993,214502,EASTERN NAZARENE COLLEGE,EASTERN NAZARENE COLLEGE - BRAINTREE SITE,37 FORBES ROAD,BRAINTREE,MA,02184-2602,
2/9/1994,2608200,HOUSE OF JAMES BEAUTY COLLEGE,HOUSE OF JAMES BEAUTY COLLEGE,4565 WEST 16TH STREET,INDIANAPOLIS,IN,46222,
2/9/1995,151503,ROLLINS COLLEGE,ROLLINS COLLEGE - FORT LAUDERDALE CAMPUS,1650 SOUTHEAST 17TH STREET SUITE 313,FORT LAUDERDALE,FL,33316,
2/9/1995,2604500,ALL STATES TRAINING ACADEMY,ALL STATES TRAINING ACADEMY,201A EAST 1ST STREET,MOUNT PLEASANT,TX,75455,
2/9/2011,3098706,MILAN INSTITUTE,MILAN INSTITUTE,1009 W. HEMINGWAY,NAMPA,ID,83651-1763,
2/9/2016,82098827,UNIVERSITY OF PHOENIX,UNIVERSITY OF PHOENIX - UNIVERSITY PLAZA HOTEL SPRINGFIELD,333 JOHN Q HAMMONS PARKWAY,SPRINGFIELD,MO,65806-2543,
2/10/1993,2097200,ABC WELDING SCHOOL,ABC WELDING SCHOOL,2345 WEST THOMAS ROAD,PHOENIX,AZ,85015,
2/10/1996,1309700,SALVATORES COLLEGE OF HAIRSTYLING,SALVATORES COLLEGE OF HAIRSTYLING,8275 FLORIN ROAD,SACRAMENTO,CA,95828,
2/10/2000,2273000,MACHINE SHOP TECHNOLOGIES INSTITUTE,MACHINE SHOP TECHNOLOGIES INSTITUTE,110 S MAIN STREET,PITTSBURGH,PA,15220-5527,
2/10/2003,294803,MONTREAT COLLEGE,MONTREAT COLLEGE - MARION CAMPUS,PARK INN INTERNATIONAL I40 & US 221 SOUTH,MARION,NC,28752-0000,
2/10/2009,3563300,ACADEMY OF COSMETOLOGY,ACADEMY OF COSMETOLOGY,1901 WEST WILLIAM CANNON STE 143,AUSTIN,TX,78745-2858,
2/10/2010,552601,SOUTH CENTRAL LOUISIANA TECHNICAL COLLEGE,LOUISIANA TECHNICAL COLLEGE YOUNG MEMORIAL CAMPUS (FRANKLIN LOCATION),1401 CYNTHIA STREET SUITE A,FRANKLIN,LA,70538-3795,
2/10/2010,2497308,MILAN INSTITUTE,MILAN INSTITUTE,915 17TH STREET,BAKERSFIELD,CA,93301-1586,
2/10/2013,3625300,PERFORMANCE TRAINING INSTITUTE,PERFORMANCE TRAINING INSTITUTE,1012 COX CRO ROAD,TOMS RIVER,NJ,08753-1306,
2/10/2013,4051310,ART INSTITUTE OF PHOENIX (THE),ART INSTITUTE OF PHOENIX (THE) - BROWN MACKIE COLLEGE - MIAMI,ONE HERALD PLAZA,MIAMI,FL,33132-1609,
2/10/2014,178015,WESTERN ILLINOIS UNIVERSITY,WESTERN ILLINOIS UNIVERSITY -,600 WEST MARTIN STREET,ABINGDON,IL,61410-1402,
2/10/2014,178016,WESTERN ILLINOIS UNIVERSITY,WESTERN ILLINOIS UNIVERSITY -,507 3RD STREET,SHERRARD,IL,61281-7708,
2/10/2014,178018,WESTERN ILLINOIS UNIVERSITY,WESTERN ILLINOIS UNIVERSITY -,1350 AURORA AVENUE,NAPERVILLE,IL,60540-6206,
2/10/2014,178019,WESTERN ILLINOIS UNIVERSITY,WESTERN ILLINOIS UNIVERSITY -,1301 CONCORDIA COURT,SPRINGFIELD,IL,62702-5643,
2/10/2014,178020,WESTERN ILLINOIS UNIVERSITY,WESTERN ILLINOIS UNIVERSITY -,3501 COLOR PLANT ROAD,SPRINGFIELD,IL,62705-0176,
2/10/2014,178026,WESTERN ILLINOIS UNIVERSITY,WESTERN ILLINOIS UNIVERSITY -,3903 WEST RIDGEVIEW DRIVE,PEORIA,IL,61615-8706,
2/10/2015,2119204,COURT REPORTING INSTITUTE OF ST LOUIS,COURT REPORTING INSTITUTE OF DALLAS - COURT REP. INST. OF ST LOUIS,7730 CARONDELET AVENUE SUITE 400,CLAYTON,MO,63105-3329,
2/10/2016,3928300,CENTRAL STATE MASSAGE ACADEMY,CENTRAL STATE MASSAGE ACADEMY,8494 NORTHWEST EXPRESSWAY,OKLAHOMA CITY,OK,73162-6007,
2/10/2016,52098870,UNIVERSITY OF PHOENIX,UNIVERSITY OF PHOENIX - NORTHERN NEVADA CAMPUS 2 (C),10345 PROFESSIONAL CIRCLE SUITE 200,RENO,NV,89521-5862,
2/10/2017,232345,UNIVERSITY OF DETROIT MERCY,UNIVERSITY OF DETROIT MERCY - ST. JOSEPH MERCY HOSPITAL,44405 WOODWARD AVENUE,PONTIAC,MI,48341-5023,
2/10/2017,232349,UNIVERSITY OF DETROIT MERCY,UNIVERSITY OF DETROIT MERCY - SINAI-GRACE HOSPITAL,6071 WEST OUTER DRIVE,DETROIT,MI,48235-0000,
2/10/2017,232351,UNIVERSITY OF DETROIT MERCY,UNIVERSITY OF DETROIT MERCY - HARPER HOSPITAL - DETROIT,3990 JOHN R,DETROIT,MI,48201-0000,
2/10/2017,232353,UNIVERSITY OF DETROIT MERCY,UNIVERSITY OF DETROIT MERCY - OAKWOOD MEDICAL CENTER - TRENTON,5450 FORD STREET,TRENTON,MI,48183-4601,
2/10/2017,232357,UNIVERSITY OF DETROIT MERCY,UNIVERSITY OF DETROIT MERCY - VA ANN ARBOR HEALTH CARE SYSTEM - ANN AR,2215 FULLER ROAD,ANN ARBOR,MI,48105-0000,
2/10/2017,232362,UNIVERSITY OF DETROIT MERCY,UNIVERSITY OF DETROIT MERCY - OAKWOOD HERITAGE HOSPITAL - TAYLOR,10000 TELEGRAPH ROAD,TAYLOR,MI,48180-0000,
2/10/2017,1088109,STARK STATE COLLEGE,STARK STATE COLLEGE - WAYNE COLLEGE CAMPUS,1901 SMUCKER ROAD,ORRVILLE,OH,44667-9192,
2/10/2017,2116000,SANFORD-BROWN COLLEGE,SANFORD-BROWN COLLEGE,9999 RICHMOND AVENUE,HOUSTON,TX,77042-8900,
2/10/2017,3159300,ARLINGTON MEDICAL INSTITUTE,ARLINGTON MEDICAL INSTITUTE,1001 N.E. GREEN OAKS BOULEVARD SUITE 190,ARLINGTON,TX,76006-2317,
2/10/2017,3939400,CENTURA INSTITUTE,CENTURA INSTITUTE,6359 EDGEWATER DRIVE,ORLANDO,FL,32810-4719,
2/10/2018,4166902,COSMETIC ARTS INSTITUTE,COSMETIC ARTS INSTITUTE -,1904 SAVANNAH HIGHWAY,CHARLESTON,SC,29407-7852,
2/11/1991,2076100,PINELLAS BEAUTY COLLEGE,PINELLAS BEAUTY COLLEGE,4950 PARK BOULEVARD,PINELLAS PARK,FL,33565,
2/11/1991,2357800,ADVANCED TECHNICAL ACADEMY,ADVANCED TECHNICAL ACADEMY,1200 STIRLING ROAD STREET 10A-B,DANIA,FL,33004,
2/11/1995,2239300,RICE COLLEGE,RICE COLLEGE,2116 BESSEMER ROAD,BIRMINGHAM,AL,35208,
2/11/1997,728400,EDUTEK PROFESSIONAL COLLEGE,EDUTEK PROFESSIONAL COLLEGE,5952 EL CAJON BOULEVARD,SAN DIEGO,CA,92115,
2/11/1997,927900,EDUTEK PROFESSIONAL COLLEGES,EDUTEK PROFESSIONAL COLLEGES,5952 EL CAJON BOULEVARD,SAN DIEGO,CA,92115,
2/11/1997,2619600,COLLEGE FOR EARLY CHILDHOOD EDUCATORS (THE),COLLEGE FOR EARLY CHILDHOOD EDUCATORS,1111 HOWE AVE,SACRAMENTO,CA,95825,
2/11/1998,1073900,BEEBE'S ACADEMY OF BEAUTY CULTURE,BEEBE'S ACADEMY OF BEAUTY CULTURE,184 WEST 25TH STREET,YUMA,AZ,85364-8510,
2/11/1998,2324100,FLAGLER CAREER INSTITUTE,FLAGLER CAREER INSTITUTE,3225 UNIVERSITY BOULEVARD SOUTH,JACKSONVILLE,FL,32216-2736,
2/11/2003,2089710,HERZING UNIVERSITY,HERZING COLLEGE,1270 NORTH WICKHAM ROAD SUITE 51,MELBOURNE,FL,32935-8939,
2/11/2004,3426402,ANTHEM INSTITUTE,CHUBB INSTITUTE (THE) -,270 W. NORTH AVENUE,VILLA PARK,IL,60181-1100,
2/11/2005,3307300,CSC INSTITUTE,CSC INSTITUTE,1111 STREET ROAD SUITE #222,SOUTHAMPTON,PA,18966-4250,
2/12/1987,624400,SAINTT MARY OF NAZARETH HOSPITAL SCHOOL OF NURSING,SAINTT MARY OF NAZARETH HOSPITAL SCHOOL OF NURSING,1127 NORTH OAKLEY STREET,CHICAGO,IL,60622,
2/12/1988,782700,LYONS TECHNICAL INSTITUTE,LYONS TECHNICAL INSTITUTE,67 LONG LANE,UPPER DARBY,PA,19082,
2/12/1990,474400,SANTA FE BUSINESS COLLEGE,SANTA FE BUSINESS COLLEGE,110 DELGADO,SANTA FE,NM,87501,
2/12/1990,2589500,GATEWAY BUSINESS COLLEGE,GATEWAY BUSINESS COLLEGE,4030 CHOUTEAU,ST. LOUIS,MO,63110,
2/12/1992,1114200,SAWYER COLLEGE,SAWYER COLLEGE,139 SOUTH PHILADELPHIA STREET,DAYTON,OH,45403,
2/12/1992,1114202,SAWYER COLLEGE,AUXILIARY CLASSROOM DAYTON HUMAN REHAB CTR,1613 S GETTYSBURG ST,DAYTON,OH,45408,
2/12/1993,2143600,RETS ELECTRONIC INSTITUTE,RETS ELECTRONIC INSTITUTE,2812 12TH AVENUE NORTH,BIRMINGHAM,AL,35234,
2/12/1996,2155200,FLAIR BEAUTY INSTITUTE,FLAIR BEAUTY INSTITUTE,2016 STAPLES MILL RD,RICHMOND,VA,23230,
2/12/1996,2230800,FLAIR BEAUTY INSTITUTE,FLAIR BEAUTY INSTITUTE,2015 PLANK RD WESTWOOD CTR,FREDERICKSBURG,VA,22401,
2/12/1996,2294500,FLAIR BEAUTY INSTITUTE,FLAIR BEAUTY INSTITUTE,1952B S SYCAMORE ST,PETERSBURG,VA,23805,
2/12/1996,3019700,MIDWEST CAREER COLLEGE,MIDWEST CAREER COLLEGE,5881 E 82ND STREET SUITE 200,INDIANAPOLIS,IN,46250,
2/12/1997,749000,LINCOLN TECHNICAL INSTITUTE,LINCOLN TECHNICAL INSTITUTE,3200 WILKENS AVENUE,BALTIMORE,MD,21229,
2/12/1998,2314900,ADVANCED CAREER TRAINING,ADVANCED CAREER TRAINING,69TH & MARKET STREETS 2ND FLOOR MCCLATCHY BUILDING,UPPER DARBY,PA,19082-4299,
2/12/2000,2257800,DANIEL FREEMAN HOSPITAL PARAMEDIC SCHOOL,DANIEL FREEMAN HOSPITAL PARAMEDIC SCHOOL,333 NORTH PRAIRIE AVENUE,INGLEWOOD,CA,90301-4514,
2/12/2001,2154700,MIAMI TECHNICAL INSTITUTE,MIAMI TECHNICAL INSTITUTE,14701 NORTH WEST 7TH AVENUE,MIAMI,FL,33168-3103,
2/12/2002,330915,PEIRCE COLLEGE,PEIRCE COLLEGE - WEST PHILLY,47TH AND WALNUT STREET,PHILADELPHIA,PA,19143-4699,
2/12/2014,3416400,VALLEY BEAUTY SCHOOL,VALLEY BEAUTY SCHOOL,627 MAIN STREET,ZANESVILLE,OH,43701-3624,
2/12/2015,3915302,CAREER QUEST LEARNING CENTER,CAREER QUEST LEARNING CENTER - KALAMAZOO,5115 PORTAGE ROAD,KALAMAZOO,MI,49002-1711,
2/13/1992,2253800,TEXAS SCHOOLS,TEXAS SCHOOLS,524 EAST 40TH STREET,LUBBOCK,TX,79404,
2/13/1992,2570601,CAREERCOM JUNIOR COLLEGE OF BUSINESS,ADDITIONAL LOCATION,2200 SUTHERLAND AVE,KNOXVILLE,TN,37919,
2/13/1992,3062100,CAREERCOM COLLEGE OF BUSINESS,CAREERCOM COLLEGE OF BUSINESS,2200 SUTHERLAND AVENUE,KNOXVILLE,TN,37919,
2/13/1995,2262272,NATIONAL ACADEMY FOR PARALEGAL STUDIES,OGELTHORPE UNIV,4484 PEACHTREE RD NE,ATLANTA,GA,30319,
2/13/1995,2262279,NATIONAL ACADEMY FOR PARALEGAL STUDIES,MERCER UNIV COLG,TIFT COLG DR,MACON,GA,31209,
2/13/1998,2356300,UNIVERSIDAD FEDERICO HENRIQUEZ Y CARDAJAL,UNIVERSIDAD FEDERICO HENRIQUEZ Y CARDAJAL,ISABEL AGUIAR #100 HERRERA,SANTO DOMINGO,,,DOMINICAN REPUBLIC
2/13/1998,2579500,UNIVERSIDAD EUGENIO MARIA DE HOSTOS,UNIVERSIDAD EUGENIO MARIA DE HOSTOS,AVE JOSE CONTRERAS #75 APDO POSTAL 2694,SANTO DOMINGO,,,DOMINICAN REPUBLIC
2/13/2013,110004,JOHN BROWN UNIVERSITY,JOHN BROWN UNIVERSITY - LITTLE ROCK CENTER,101 COLLEGE DRIVE,HOT SPRINGS,AR,71913-9174,
2/13/2013,2360802,PROVO COLLEGE,PROVO COLLEGE - AMERICAN FORK CAMPUS,1262 SOUTH 820 EAST,AMERICAN FORK,UT,84003-3395,
2/13/2015,559601,EMILY GRIFFITH TECHNICAL COLLEGE,EMILY GRIFFITH OPPORTUNITY SCHOOL - AIRCRAFT TRAINING CENTER,37835 ASTRA WAY,WATKINS,CO,80137-7179,
2/13/2017,3029900,CONSOLIDATED SCHOOL OF BUSINESS,CONSOLIDATED SCHOOL OF BUSINESS,2124 AMBASSADOR CIRCLE,LANCASTER,PA,17603-2389,
2/14/1990,2344702,TERRY MARTENS SCHOOL OF TRAVEL,WEST TEXAS CAREER INST,9900 W I-20 AT ALLISON DR,MIDLAND,TX,79711,
2/14/1991,452700,WASHINGTON SCHOOL OF SECRETARIES,WASHINGTON SCHOOL OF SECRETARIES,2020 K ST NW,WASHINGTON,DC,20006,
2/14/1991,458000,LOCKYEAR COLLEGE,LOCKYEAR COLLEGE,209-221 NW 5TH STREET,EVANSVILLE,IN,47706,
2/14/1991,458001,LOCKYEAR COLLEGE,BRANCH,6666 E 75TH ST,INDIANAPOLIS,IN,46250,
2/14/1991,2210500,FASHION INSTITUTE OF AMERICA,FASHION INSTITUTE OF AMERICA,20755 GREENFIELD SUITE 607,SOUTHFIELD,MI,48075,
2/14/1991,2584600,FASHION INSTITUTE OF AMERICA,FASHION INSTITUTE OF AMERICA,15100 NORTHLINE,SOUTHGATE,MI,48195,
2/14/1992,2324301,CAREERCOM COLLEGE OF BUSINESS,BRANCH CAMPUS,3375 E PRINCESS ANNE RD,NORFOLK,VA,23502,
2/14/1992,2574700,WATTERSON SCHOOL OF BUSINESS AND TECHNOLOGY,WATTERSON SCHOOL OF BUSINESS AND TECHNOLOGY,5800 NORTH MARVINE STREET,PHILADELPHIA,PA,19141,
2/14/1994,2341600,TYLER SCHOOL OF BUSINESS,TYLER SCHOOL OF BUSINESS,621 EAST FERGUSON,TYLER,TX,75702,
2/14/1994,2341601,TYLER SCHOOL OF BUSINESS,BRANCH CAMPUS,RT 14 BOX 176 HWY 64E,TYLER,TX,75713,
2/14/1997,2523800,SHEAR SUCCESS TRAINING ACADEMY,SHEAR SUCCESS TRAINING ACADEMY,704 WEST GORE BOULEVARD,LAWTON,OK,73501,
2/14/1997,2613400,ADAVANCED CAREER TRAINING,ADVANCED CAREER TRAINING,8800 N CENTRAL EXPY STE 120,DALLAS,TX,75231,
2/14/2003,216001,LESLEY UNIVERSITY,LESLEY UNIVERSITY -,BUTTE SENIOR HIGH SCHOOL WYOMING AND PORPHYRY STREETS,BUTTE,MT,59701-0000,
2/14/2012,173391,NATIONAL LOUIS UNIVERSITY,NATIONAL-LOUIS UNIVERSITY - CLINTON ROSETTE MIDDLE SCHOOL,650 NORTH FIRST STREET,DEKALB,IL,60115-0000,
2/14/2014,3067508,INSTITUTE OF TECHNOLOGY,INSTITUTE OF TECHNOLOGY - STOCKTON,1777 HAMMER LANE,STOCKTON,CA,95210-4116,
2/14/2015,1148402,ADVANCED INSTITUTE OF HAIR DESIGN,ADVANCED INSTITUTE OF HAIR DESIGN - VC MADISON LLC,353 E. CAMPUS MALL,MADISON,WI,53715-1030,
2/14/2017,214545,EASTERN NAZARENE COLLEGE,EASTERN NAZARENE COLLEGE - DIMOCK HEAD START,1800 COLUMBUS AVENUE,ROXBURY,MA,02119-1042,
2/14/2017,982807,ALTIERUS CAREER EDUCATION,EVEREST INSTITUTE - MARIETTA,1600 TERRELL MILL ROAD SUITE G,MARIETTA,GA,30067-8340,
2/14/2017,52098869,UNIVERSITY OF PHOENIX,UNIVERSITY OF PHOENIX -  TULSA LEARNING CENTER (LC),14002 EAST 21ST STREET SUITE 1000,TULSA,OK,74134-1412,
2/15/1989,1049800,BAY VLY TECH,BAY VLY TECH,2550 SCOTT BLVD,SANTA CLARA,CA,95050,
2/15/1989,1190100,WILFRED ACADEMY OF HAIR & BEAUTY CULTURE,WILFRED ACADEMY OF HAIR & BEAUTY CULTURE,1127 LAKE ST,OAK PARK,IL,60301,
2/15/1989,2121003,SOUTHERN TECHNICAL COLLEGE,BRANCH,430 ALLIED DR,NASHVILLE,TN,37211,
2/15/1990,447600,BAY CITY COLLEGE OF DENTAL & MEDICAL ASSISTANTS,BAY CITY COLLEGE OF DENTAL & MEDICAL ASSISTANTS,211 SUTTER STREET 10TH FLOOR,SAN FRANCISCO,CA,94108,
2/15/1991,781700,PHILLIPS JUNIOR COLLEGE,PHILLIPS JUNIOR COLLEGE,4410 PROVIDENCE LN STE L,WINSTON-SALEM,NC,27106,
2/15/1991,2267300,TECHNOLOGY INSTITUTE OF MILWAUKEE,TECHNOLOGY INSTITUTE OF MILWAUKEE,1748 NORTH FARWELL AVE,MILWAUKEE,WI,53202,
2/15/1991,2334900,AR-LYNN TECHNICAL INSTITUTE,AR-LYNN TECHNICAL INSTITUTE,556 COOKMAN AVE,ASBURY PARK,NJ,7712,
2/15/1994,947600,MR. JOHNS SCHOOL OF COSMETOLOGY,MR. JOHNS SCHOOL OF COSMETOLOGY,304 EAST ADAMS,SPRINGFIELD,IL,62701,
2/15/1995,973500,VIRGINIA FARRELL BEAUTY SCHOOL,VIRGINIA FARRELL BEAUTY SCHOOL,1725 FORT ST,LINCOLN PARK,MI,48146,
2/15/1995,1094900,ALBERT BEATRICE SCHOOL OF BEAUTY CULTURE,ALBERT BEATRICE SCHOOL OF BEAUTY CULTURE,958-960 BANK STREET,NEW LONDON,CT,6320,
2/15/2003,235429,HAMLINE UNIVERSITY,HAMLINE UNIVERSITY - SOUTH WASHINGTON COUNTY,WOODBURY SENIOR HIGH SCHOOL 2665 WOODLANE DRIVE,WOODBURY,MN,55125-2199,
2/15/2012,4132300,INSTITUTE OF MEDICAL EDUCATION,INSTITUTE OF MEDICAL EDUCATION,130 ALMADEN BOULEVARD,SAN JOSE,CA,95113-2207,
2/15/2012,4132301,INSTITUTE OF MEDICAL EDUCATION,INSTITUTE OF MEDICAL EDUCATION - OAKLAND,7901 OAKPORT ST.,OAKLAND,CA,94621-2015,
2/15/2013,2569306,LE CORDON BLEU COLLEGE OF CULINARY ARTS,LE CORDON BLEU COLLEGE OF CULINARY ARTS - SANFORD-BROWN COLLEGE,75 VILLAGE SQUARE,HAZELWOOD,MO,63042-1817,
2/15/2015,1164906,LOYOLA MARYMOUNT UNIVERSITY,LOYOLA MARYMOUNT UNIVERSITY - BAY AREA TFA REGIONAL CENTER,22 4TH STREET 7TH FLOOR LMU TFA BAY AREA OFFICE,SAN FRANCISCO,CA,94103-3623,
2/15/2017,2261302,ALTIERUS CAREER COLLEGE,EVEREST INSTITUTE - HOUSTON GREENSPOINT,255 NORTHPOINT DRIVE SUITE 100,HOUSTON,TX,77060-3249,
2/15/2017,3266301,BETHESDA UNIVERSITY,BETHESDA UNIVERSITY,2116 ARLINGTON AVENUE,LOS ANGELES,CA,90018-1353,
2/16/1990,2128003,SUPERIOR TRAINING SERVICES,TRAINING SITE              ATTERBURY TRAINING GROUNDS,POB 420,NINEVAH,IN,46164,
2/16/1990,2137700,SUPERIOR TRAINING SERVICES,SUPERIOR TRAINING SERVICES,14840 S DIXIE HWY,POSEN,IL,60469,
2/16/1990,2137702,SUPERIOR TRAINING SERVICES,BRANCH CAMPUS,4318 NORTHFIELD LANE,HOUSTON,TX,77092,
2/16/1990,2137703,SUPERIOR TRAINING SERVICES,BRANCH CAMPUS,6101 ARPRT RD,LEVITTOWN,PA,19057,
2/16/1990,2137704,SUPERIOR TRAINING SERVICES,BRANCH CAMPUS,1631 W THOMPSON RD,INDIANOPLIS,IN,46207,
2/16/1990,2202101,CULINARY SCHOOL OF WASHINGTON,AUXILARY CLASSROOM (ELGIBLE AS OF 10/5/88),6226 OLD DOMINION DR,MCLEAN,VA,22101,
2/16/1990,2202107,CULINARY SCHOOL OF WASHINGTON,AUXILLARY CLASSROOM(EFFECTIVE 04-29-88),1875 CONN AVE,WASHINGTON,DC,20009,
2/16/1990,2202108,CULINARY SCHOOL OF WASHINGTON,AUXILIARY CLASSROOM              EFFECTIVE  04-29-88,2300 N ST NW,WASHINGTON,DC,20037,
